"","Execution time","Iterations number","Final quality"
"1",2.625,2643,0.00589326899930792
"2",12.5630000000001,5559,0.00766734296776842
"3",5.80799999999999,3866,0.00859146278356795
"4",5.24300000000039,3756,0.00800908589914841
"5",3.32999999999993,2962,0.00808842387863356
"6",4.54700000000048,3434,0.00513498852285464
"7",4.5659999999998,3426,0.00362607568495737
"8",3.24799999999959,2923,0.00978472727782906
"9",5.36000000000058,3724,0.00731270523276801
"10",3.9989999999998,3193,0.0098126135812737
"11",4.71000000000004,3503,0.00985821552713512
"12",5.02399999999943,3594,0.00559484482478618
"13",4.44900000000052,3383,0.00760913062716797
"14",5.1309999999994,3714,0.00634318922073957
"15",6.10000000000036,4017,0.00887110463965161
"16",3.49499999999989,3063,0.00552250668969504
"17",9.20399999999972,4858,0.00885749662478091
"18",14.3560000000007,5878,0.00710456307740262
"19",9.03400000000056,4787,0.00692445579551145
"20",3.36799999999948,2961,0.00694081151036311
