"","Execution time","Iterations number","Final quality"
"1",13.4649999999992,5603,0.00678256654317727
"2",4.19300000000021,3172,0.00430413416963364
"3",9.69499999999971,4810,0.00109526056146476
"4",7.3100000000004,4204,0.00596624910785291
"5",6.59299999999985,4009,0.0094515487452193
"6",4.73899999999958,3447,0.0056932860877119
"7",7.25700000000052,4206,0.00669488157516474
"8",5.01699999999983,3556,0.00990429819724429
"9",9.64699999999993,4779,0.00508259789515616
"10",6.86099999999988,4087,0.00858784568361395
"11",5.90400000000045,3695,0.00454021461146618
"12",5.52399999999943,3712,0.00765567212700123
"13",8.16300000000047,4216,0.00900923700261899
"14",12.7240000000002,5245,0.00774471433899691
"15",6.65200000000004,3836,0.0094834890536428
"16",9.21099999999933,4692,0.00505085870312426
"17",15.1800000000003,5838,0.00390537648754547
"18",10.2349999999997,4724,0.00996881569050557
"19",9.10000000000036,4602,0.00987097464015397
"20",15.0899999999992,5637,0.00583031164066894
