"","Execution time","Iterations number","Final quality"
"1",3.27300000000014,2918,0.00304082918206038
"2",2.5019999999995,2564,0.00999682522293229
"3",2.22800000000007,2420,0.00623126742303918
"4",5.2470000000003,3727,0.00721754448100482
"5",3.92599999999948,3240,0.00789711357778846
"6",5.67200000000048,3743,0.00876835341975169
"7",2.26199999999972,2421,0.00887734885351384
"8",3.01699999999983,2763,0.00929134367208495
"9",4.26000000000022,3285,0.00823887258142263
"10",3.4380000000001,2973,0.00721251332233994
"11",2.90499999999975,2744,0.00788812522079414
"12",5.64800000000014,3774,0.00822117400853498
"13",3.96200000000044,3251,0.00910178209486347
"14",3.42199999999957,2921,0.00959911888285112
"15",3.47500000000036,3016,0.00707733018676542
"16",2.35399999999936,2441,0.00989853221172455
"17",2.11700000000019,2336,0.00731137774225511
"18",1.85999999999967,2159,0.00974319744748741
"19",2.38400000000001,2400,0.00996855860729092
"20",2.27199999999993,2152,0.00951763239435645
