"","Execution time","Iterations number","Final quality"
"1",30.0010000000002,7777,40345.5756923312
"2",30.0509999999995,7806,0.0210353530895159
"3",30.0190000000002,7824,72.6172123435234
"4",30.0240000000003,7608,173.772059980386
"5",30.0019999999995,7777,0.035224967319241
"6",30.0500000000002,7696,0.0286758567500704
"7",30.0039999999999,7872,68.6308090612285
"8",30.0290000000005,7786,0.0694455887585747
"9",30.0050000000001,7696,155.415811972344
"10",30.0229999999992,7764,0.0927105268592104
"11",30.0070000000005,7781,183.92837009898
"12",30.0079999999998,7799,0.0283716418264322
"13",30.0020000000004,7856,0.0545782052846135
"14",30.0029999999997,7778,394.744488224383
"15",30.0019999999995,7906,203649.923476109
"16",30.0010000000002,7859,25880.2954829883
"17",30.0079999999998,7774,337167.401880062
"18",30.0030000000006,7872,0.0581568617176037
"19",30.0199999999995,7836,152.891602050507
"20",30.0510000000004,7876,135.292767502207
