"","Execution time","Iterations number","Final quality"
"1",9.79800000000023,4965,0.0097833860300073
"2",11.9469999999997,5451,0.00896143856343844
"3",11.8940000000002,5404,0.00969930954729548
"4",16.183,6184,0.00517407651702632
"5",9.0659999999998,4821,0.00928304508935629
"6",6.45500000000038,4090,0.00339969128336143
"7",28.8889999999997,7994,0.00449304185949129
"8",3.50399999999991,3042,0.00655112201489439
"9",12.9730000000004,5680,0.00545670932632533
"10",3.904,3207,0.00656383527977038
"11",6.91799999999967,4293,0.00943213076231205
"12",8.1550000000002,4646,0.00402960142343189
"13",4.29399999999987,3339,0.00961888573796036
"14",17.511,6484,0.00933696512935945
"15",22.828,7150,0.00272479641036462
"16",6.53200000000015,4121,0.0042477143918034
"17",23.9209999999998,7388,0.00942338041198861
"18",6.51200000000017,4118,0.00940901644602075
"19",12.8269999999998,5681,0.00694171426175667
"20",7.70500000000038,4490,0.00967819013925726
