"","Execution time","Iterations number","Final quality"
"1",7.61699999999928,4460,0.00709635710086325
"2",3.14200000000073,2813,0.00906065020531292
"3",4.875,3528,0.00799584277479677
"4",3.80400000000009,3137,0.00796244711433644
"5",2.79099999999926,2710,0.00863462380345371
"6",5.64800000000014,3876,0.00803440422833279
"7",4.07300000000032,3257,0.00470047933625775
"8",7.20199999999932,4338,0.00704065615815448
"9",3.61000000000058,3036,0.0099303219030099
"10",9.20399999999972,4820,0.00898288031024225
"11",5.98599999999988,3940,0.00847617936020634
"12",5.31400000000031,3649,0.0098595213927935
"13",2.29799999999977,2466,0.00274250930757591
"14",3.3809999999994,3013,0.00778038097275948
"15",2.90800000000036,2725,0.00835960683437127
"16",4.38599999999951,3430,0.00614172124979904
"17",5.03700000000026,3616,0.0095642737764397
"18",3.85400000000027,3150,0.00496336966117526
"19",2.17299999999977,2359,0.00242900194707528
"20",4.38699999999972,3450,0.00870507172382252
