"","Execution time","Iterations number","Final quality"
"1",0.480000000001382,3453,0.000238129561459743
"2",0.469999999999345,3282,0.000105459090436355
"3",0.360000000000582,2624,5.16000944283945e-05
"4",1.3799999999992,8216,0.000114350963135834
"5",0.559999999999491,3655,0.00085242921874773
"6",0.6200000000008,4289,0.000205912281824538
"7",0.360000000000582,2730,0.000256037593693748
"8",0.989999999999782,6373,0.000900978607132785
"9",2.10999999999876,11239,0.000444114845691956
"10",0.81000000000131,5322,4.18140597702177e-06
"11",1.13999999999942,6806,0.000419108868014106
"12",0.450000000000728,3105,0.000290488496833774
"13",1.25,7430,0.000235388746359533
"14",1.18999999999869,7493,6.39628132521608e-05
"15",0.530000000000655,3696,0.000606393594297927
"16",0.559999999999491,3522,0.000701667494025671
"17",1.60000000000036,8754,0.000215322007365515
"18",0.760000000000218,4992,0.00012908168159953
"19",0.190000000000509,1207,0.000524511244583081
"20",3.1299999999992,13026,0.000725617365102238
